# mu_0 sigma_0 logL logPrior
-7.385705935666936339e-02 1.075676746819321128e+00 -1.351783348437801635e+02 -3.544567264313579713e+00
-1.768580983623319614e-01 8.228947489765230383e-01 -1.351753052839400198e+02 -3.276690295370480399e+00
-7.532954653970717895e-02 1.075177408121331668e+00 -1.351695724854102707e+02 -3.544102947655182856e+00
-5.902803655752830725e-02 1.076557686684636916e+00 -1.351692330196317471e+02 -3.545385892526937255e+00
1.643751866384980109e-01 9.375672249294962901e-01 -1.351681524796009057e+02 -3.407150451764198618e+00
1.517676152147610091e-01 8.845544674944622043e-01 -1.351646648230545793e+02 -3.348946081585268963e+00
2.260743718536453728e-02 1.069841521296369002e+00 -1.351606971569441669e+02 -3.539127795447435609e+00
2.702677084365712190e-02 1.068687465719854401e+00 -1.351572838160417120e+02 -3.538048496830910050e+00
1.365416964114772036e-01 8.616766586487564217e-01 -1.351520817552722065e+02 -3.322742084216892877e+00
1.615957578071839096e-01 9.139716570798728235e-01 -1.351516538673042191e+02 -3.381661551112863151e+00
-1.221852435616740812e-01 7.980393808179483406e-01 -1.351509290213174950e+02 -3.246019935527057143e+00
8.489965335266214108e-02 8.181242259410763662e-01 -1.351475852015171597e+02 -3.270876180424959756e+00
-1.302706997383207277e-01 1.062503024912052396e+00 -1.351473961958501775e+02 -3.532244737669533396e+00
1.452416399646705436e-01 9.938987093266553607e-01 -1.351464865528604946e+02 -3.465497289277308823e+00
-2.347010654088085568e-01 8.865357176237627090e-01 -1.351455300939706490e+02 -3.351183405209323674e+00
1.559605827447834714e-01 9.727097851991383104e-01 -1.351408627549636776e+02 -3.443947759556326815e+00
1.207213915609030158e-01 1.021599891956964656e+00 -1.351392945982482559e+02 -3.492987188858640124e+00
-9.965953012546763246e-02 1.070178515607516312e+00 -1.351389093016218226e+02 -3.539442740455539749e+00
-2.503384644648812274e-02 7.865044831678964510e-01 -1.351332369586633604e+02 -3.231460412530951842e+00
1.233655035167640635e-01 8.478184704023919993e-01 -1.351330890265030575e+02 -3.306528534853351964e+00
-2.436889598872924168e-01 9.149372322784533607e-01 -1.351316833614251323e+02 -3.382717454218711062e+00
1.224095957445975880e-01 8.469429421576160077e-01 -1.351314720567345944e+02 -3.305495317651006459e+00
-2.161612603504995400e-01 8.591653286820318813e-01 -1.351264006197292815e+02 -3.319823359815654129e+00
1.494660296950000022e-01 9.848718398318417888e-01 -1.351240679302865715e+02 -3.456373510759926937e+00
1.554044075372460476e-01 9.717209007710763125e-01 -1.351212429197098857e+02 -3.442930614002665202e+00
1.414853024536812665e-01 8.704112601111289038e-01 -1.351172202521630368e+02 -3.332827802625522473e+00
3.458953736569084225e-02 7.973840341404325738e-01 -1.351169747177450517e+02 -3.245198402248518299e+00
1.327690247297758364e-01 1.008076467465003123e+00 -1.351163480921215694e+02 -3.479661296233370393e+00
1.486302348847876875e-01 9.856508599042145269e-01 -1.351160374515797855e+02 -3.457164184334062362e+00
1.440438320807909678e-01 8.745344895402467067e-01 -1.351142294603760377e+02 -3.337553722734003081e+00
-7.444277295963294683e-02 7.884816863095962525e-01 -1.351139967639102792e+02 -3.233971170045768950e+00
-1.987835664706894823e-01 8.417863617092143924e-01 -1.351122914035362328e+02 -3.299388244760896871e+00
-2.411275817558568568e-01 9.074920480747596940e-01 -1.351109237574708288e+02 -3.374546793547524626e+00
1.444609065107753387e-01 8.754524347445649113e-01 -1.351105509337641024e+02 -3.338602810902342455e+00
-6.888613947965292750e-02 1.073537504087430428e+00 -1.351098950940144618e+02 -3.542576542879019907e+00
-1.801407137644774614e-01 8.273306379191931459e-01 -1.351073383174697256e+02 -3.282066409035861554e+00
1.609433420129292580e-01 9.458793229757672671e-01 -1.351025209552348088e+02 -3.415976985248936337e+00
-1.950637117831433009e-01 1.026317093622266752e+00 -1.350972814107632018e+02 -3.497594025992430300e+00
6.735728538113894270e-02 1.052871764340358451e+00 -1.350969305975995667e+02 -3.523138713363780372e+00
1.295882639656523450e-01 8.562252676654215078e-01 -1.350947414584660464e+02 -3.316395494579895242e+00
-1.444431432068792320e-01 1.055118672486608622e+00 -1.350945663652778990e+02 -3.525270515252379333e+00
-6.160001107646038976e-02 1.073518605939980164e+00 -1.350943087793504844e+02 -3.542558939102982141e+00
9.157710533157512045e-02 1.040365777251700541e+00 -1.350927030009011105e+02 -3.511189629095173181e+00
-3.257864734569148463e-02 1.073936737633323091e+00 -1.350907321407976553e+02 -3.542948359725746954e+00
-3.198960760060687997e-02 7.872447494634247089e-01 -1.350864661530304716e+02 -3.232401180392534989e+00
1.545155173465342091e-01 9.690232879949823852e-01 -1.350816664403316452e+02 -3.440150634519500095e+00
-7.988151817351306361e-02 7.900845908949289953e-01 -1.350767524825308783e+02 -3.236002006709878920e+00
-1.638590418970240770e-01 1.045223230931643599e+00 -1.350725269571699982e+02 -3.515847749601180183e+00
9.852452360135510734e-02 1.035012358613217165e+00 -1.350722632269798851e+02 -3.506030636216243224e+00
4.591371511930436577e-02 8.023020350727317895e-01 -1.350704174473945613e+02 -3.251347129203696174e+00
-2.357520524080461977e-01 8.961452133168493761e-01 -1.350694904275876809e+02 -3.361964458176208925e+00
4.265614320386174052e-02 8.012956761238552161e-01 -1.350653342309495599e+02 -3.250092002591874252e+00
1.472949735014509598e-01 9.831940621178441031e-01 -1.350638268146512360e+02 -3.454668508789432657e+00
-1.580010145886937278e-01 8.154207150894039469e-01 -1.350613983263124283e+02 -3.267566184780410055e+00
1.540237884871661911e-01 8.998818786856782603e-01 -1.350609208941639849e+02 -3.366125498704976238e+00
-2.372517512106477877e-01 9.659861589481341104e-01 -1.350597746200151335e+02 -3.437011495797791749e+00
-2.423421669836514081e-01 9.374672714529780349e-01 -1.350579642190577374e+02 -3.407043836683989912e+00
1.574964624849985451e-01 9.129640660285320841e-01 -1.350579420013404501e+02 -3.380558511590720183e+00
-1.906878629424801908e-02 7.886865449663392758e-01 -1.350571754535806690e+02 -3.234230950396187687e+00
-2.092268205931456515e-02 7.886238860988394883e-01 -1.350534926272256371e+02 -3.234151500129076595e+00
1.147109962929404869e-01 8.432516228662412239e-01 -1.350466641537110490e+02 -3.301127388376365879e+00
8.881590552983417708e-02 8.236908916993040952e-01 -1.350466390752782218e+02 -3.277657317996155228e+00
-1.955454892197419636e-01 8.415821760094838178e-01 -1.350461341009985858e+02 -3.299145652962182762e+00
-1.204244726290821799e-01 8.002280913315942268e-01 -1.350432936885867434e+02 -3.248758791094065401e+00
-2.392809649976003206e-01 9.550692347281732886e-01 -1.350390321806476663e+02 -3.425645824849470777e+00
-2.113704794942669052e-01 8.582037791822693107e-01 -1.350332441964666828e+02 -3.318703566061548926e+00
-2.101704249322283724e-01 8.568491809025873263e-01 -1.350324814693302073e+02 -3.317123908065104931e+00
-2.412947902948466283e-01 9.339228749877969138e-01 -1.350324527547656999e+02 -3.403255849758775486e+00
-2.568100787283322806e-02 7.890297769887536505e-01 -1.350223254451701393e+02 -3.234666050195882825e+00
2.601516969455186512e-02 7.973476610031333678e-01 -1.350217690076743224e+02 -3.245152785625463387e+00
-1.685020705704044774e-02 1.070314489746376330e+00 -1.350202466247559130e+02 -3.539569789820992352e+00
-2.405065525448467079e-01 9.299408043367460852e-01 -1.350158795564395859e+02 -3.398982922769628878e+00
-9.872207129129272063e-02 1.065400880188900778e+00 -1.350144552282019106e+02 -3.534968410539679695e+00
-1.904589566937683887e-01 1.025346053076962027e+00 -1.350132581637615772e+02 -3.496647437251121815e+00
-2.201010347628886421e-01 8.708198727839794318e-01 -1.350125758102029465e+02 -3.333297140294292582e+00
1.030530719066099082e-01 8.350565582958094923e-01 -1.350062999939969757e+02 -3.291361446941942770e+00
-2.360704702831113999e-01 9.050026101747230545e-01 -1.350060053445437234e+02 -3.371799817765696261e+00
-2.384046870483492730e-01 9.152035996033597298e-01 -1.350044761447995256e+02 -3.383008543649805411e+00
1.543602178443929662e-01 9.568200979332015521e-01 -1.350004470219341783e+02 -3.427477378239690786e+00
-8.944649995397868647e-02 1.066493592913136723e+00 -1.349986310739652140e+02 -3.535993520209705032e+00
1.487954522098373089e-01 9.729109275129464995e-01 -1.349958589809293130e+02 -3.444154523714634486e+00
9.162815739728510933e-02 1.035442968825339261e+00 -1.349930525037611915e+02 -3.506446593240405640e+00
5.823531606689672652e-02 8.092702406620655431e-01 -1.349929531415517658e+02 -3.259994894023135803e+00
1.485360253197955949e-01 8.934674078087131432e-01 -1.349871829418496247e+02 -3.358971846842337960e+00
-9.399136333052809933e-03 7.913380364110761400e-01 -1.349871156596312289e+02 -3.237587219615001288e+00
-1.879281559678274149e-01 8.376190670075033262e-01 -1.349837491550774189e+02 -3.294425413054249852e+00
1.895265462639184051e-02 7.965361483097792572e-01 -1.349829604984272180e+02 -3.244134502161218236e+00
1.081653358464294834e-01 1.023316731598178819e+00 -1.349825682256914092e+02 -3.494666318486538081e+00
5.284171752616032003e-02 8.074078489893643518e-01 -1.349791796718124033e+02 -3.257690919585099376e+00
2.246598950681516493e-02 7.975672367970434440e-01 -1.349764887239458631e+02 -3.245428130467498562e+00
7.855379830033482058e-02 8.200104489347024295e-01 -1.349707060774883871e+02 -3.273179072679373025e+00
7.174384383712463509e-02 8.164297599596349597e-01 -1.349671742955655418e+02 -3.268802872840084639e+00
1.201366946541246594e-01 1.011774853001152330e+00 -1.349659282607333353e+02 -3.483323337723047697e+00
1.502373911444243593e-01 9.008665687591986826e-01 -1.349626447928985442e+02 -3.367219144153415389e+00
-1.532003795567550286e-01 8.159746333738635560e-01 -1.349606561355756753e+02 -3.268245257828237271e+00
5.803291166659441114e-02 1.050666379972167830e+00 -1.349592597230833064e+02 -3.521041879339458003e+00
1.104529525910225018e-01 8.430600940396680842e-01 -1.349590779644381087e+02 -3.300900231290903264e+00
-2.242976609981971736e-01 8.814298213703178897e-01 -1.349584772033570914e+02 -3.345407375828339802e+00
-2.047383433001441488e-01 1.009337206512961771e+00 -1.349572463258413393e+02 -3.480911153145060943e+00
-2.291372632810879939e-01 9.737394003665695852e-01 -1.349554689686831352e+02 -3.445005701650165619e+00
3.967925464033182636e-02 1.056886554184701676e+00 -1.349538808226481308e+02 -3.526944641896263555e+00
-1.938110102008083202e-01 8.438789438403198062e-01 -1.349530030170670329e+02 -3.301871042738829587e+00
-2.214903644531115989e-02 7.909077974847387171e-01 -1.349529407109121735e+02 -3.237043386377808751e+00
-2.139756750812338293e-01 9.983741234625225225e-01 -1.349512474584767006e+02 -3.469990069171963398e+00
-1.983431451471227569e-01 1.015016459416510530e+00 -1.349487325655957761e+02 -3.486522097417273702e+00
-2.302247241340077410e-01 9.701523645719168920e-01 -1.349469050005833708e+02 -3.441315125939376607e+00
-1.184153577131015211e-01 8.021685886567027080e-01 -1.349449201853896625e+02 -3.251180785969531417e+00
1.170729634985927664e-01 1.013167293803262980e+00 -1.349406179765979914e+02 -3.484698627406046967e+00
6.750570637975415733e-02 8.152800699366531401e-01 -1.349342967323642597e+02 -3.267393688201772228e+00
-2.299685167448323742e-01 9.690136146176407950e-01 -1.349326823432187439e+02 -3.440140651864032062e+00
-3.108816182750563650e-02 1.067652733280401778e+00 -1.349309008685180231e+02 -3.537079800439903998e+00
8.213547637852203209e-02 8.234041297534533399e-01 -1.349304161169025917e+02 -3.277309114710961424e+00
-2.228570939322443989e-01 8.812872571937249155e-01 -1.349265222758610037e+02 -3.345245620798405817e+00
-1.047104497753188757e-02 1.065837489097826385e+00 -1.349224927048385894e+02 -3.535378133751616581e+00
4.578979010244536851e-02 1.053541022333528643e+00 -1.349218457286154944e+02 -3.523774161477202682e+00
-2.351462930081145986e-01 9.176397711034056659e-01 -1.349191119979315090e+02 -3.385666897302552769e+00
9.361828133868396740e-02 1.030259180101122052e+00 -1.349159463628086826e+02 -3.501427670634972067e+00
1.522430885346467699e-01 9.174259670320176197e-01 -1.349158040943999310e+02 -3.385433876688726862e+00
1.218072397589441691e-01 1.006843078597877250e+00 -1.349155434328122851e+02 -3.478437039886672633e+00
8.202718002214917647e-02 8.240983559112344814e-01 -1.349075222732929547e+02 -3.278151876655069241e+00
-6.844389571406891970e-02 1.065568029417219176e+00 -1.349060174080989327e+02 -3.535125286811227063e+00
-2.346716916507647355e-01 9.184657159358804446e-01 -1.349053910770371942e+02 -3.386566567712575804e+00
-1.699242671901536328e-01 1.033578567196573372e+00 -1.349016485029481203e+02 -3.504644386640880072e+00
-2.065048807954535104e-01 1.003709137697011977e+00 -1.349007265729710809e+02 -3.475319544689445372e+00
-1.709243334558459004e-01 8.283270771605981686e-01 -1.348980013715751625e+02 -3.283270087009438232e+00
-1.248561701134280610e-01 8.056263756006721843e-01 -1.348971286074711884e+02 -3.255482071085974649e+00
1.505811336282717183e-01 9.129610079466510264e-01 -1.348958369135186217e+02 -3.380555161966001698e+00
-6.824272939282249872e-02 1.065108672755566754e+00 -1.348940498124204623e+02 -3.534694102982820496e+00
-5.852857520987217455e-02 1.065685150971100059e+00 -1.348896354075710065e+02 -3.535235195436890354e+00
-2.338942007764632791e-04 7.951189345569155131e-01 -1.348858513545360722e+02 -3.242353696580097200e+00
1.519711261085160692e-01 9.324491945910963198e-01 -1.348834223390538227e+02 -3.401676656920453290e+00
1.470842422329467769e-01 9.019590954962487528e-01 -1.348806457928754412e+02 -3.368431160259524049e+00
-5.146882726026582450e-02 1.065577253821646808e+00 -1.348784515526533596e+02 -3.535133943569168657e+00
-3.796575991781403481e-02 1.065650098616778285e+00 -1.348762912186022618e+02 -3.535202303047641159e+00
-9.587473822420722325e-02 7.979309336494281313e-01 -1.348756066962086493e+02 -3.245884034291671938e+00
7.327835890670351959e-02 1.039965848285779870e+00 -1.348749957317299106e+02 -3.510805143308448173e+00
-2.291195310808037400e-01 9.007546976158673502e-01 -1.348736471009182480e+02 -3.367094954740731616e+00
-3.656789812529493040e-03 1.062940690515051800e+00 -1.348710712819828927e+02 -3.532656572248834337e+00
-1.504159282273833109e-01 8.173632195489990426e-01 -1.348694090096666116e+02 -3.269945563135174815e+00
-4.571013828827670197e-03 7.949052601613824098e-01 -1.348676753406315640e+02 -3.242084927843710496e+00
-1.353012289689672076e-01 1.048586403967979974e+00 -1.348645019521832467e+02 -3.519060244063562326e+00
-1.139577797180684887e-01 8.031021501581980804e-01 -1.348582698423709871e+02 -3.252343906412917818e+00
-3.764783600222629256e-02 1.064896771404289399e+00 -1.348575093217637004e+02 -3.534495135085760076e+00
2.916709722915689085e-03 1.061327707869227810e+00 -1.348552950758405586e+02 -3.531137947806610278e+00
1.476166530418546730e-01 9.080301088437645607e-01 -1.348532600868319946e+02 -3.375139527470057743e+00
1.495828201249088107e-01 9.458710697616691254e-01 -1.348528240197809112e+02 -3.415968259770004067e+00
-4.054400804904453870e-02 1.064622815128610789e+00 -1.348500783950115078e+02 -3.534237841113051282e+00
-7.481678531171975788e-02 1.062620583771402227e+00 -1.348497698008571319e+02 -3.532355374866343212e+00
-2.031218186285748961e-01 1.003944214860060358e+00 -1.348493173971006627e+02 -3.475553725718578679e+00
-1.978359799031484054e-02 1.063709000169939856e+00 -1.348478294453477133e+02 -3.533379126312797158e+00
-1.240825176552531606e-01 8.068293910375993194e-01 -1.348439182775665302e+02 -3.256974224464726841e+00
8.018786578980630075e-02 8.251665911063980063e-01 -1.348426253579949616e+02 -3.279447284462623013e+00
-1.895944085149879332e-01 1.016316063372204148e+00 -1.348411980303646374e+02 -3.487801655656439959e+00
1.303100706999038572e-01 9.911712779420254193e-01 -1.348411618181573033e+02 -3.462749342737986513e+00
7.800047439444368624e-02 1.035856581634084339e+00 -1.348411066719535825e+02 -3.506845968419288528e+00
1.016237606566605528e-01 1.020520769756074531e+00 -1.348408824695369219e+02 -3.491930324470979841e+00
8.948478947205670830e-03 7.980067068614158377e-01 -1.348380877986050450e+02 -3.245978991901695476e+00
-1.395997216061938828e-01 1.045672368416875830e+00 -1.348373395950381450e+02 -3.516277362148339858e+00
3.067211755813731289e-02 1.054439515590862797e+00 -1.348344561044019656e+02 -3.524626629795179156e+00
-1.947924993266605120e-01 1.011301471771317129e+00 -1.348341077473149880e+02 -3.482855356132162239e+00
4.980192403052236677e-02 8.103641652039378362e-01 -1.348321662653885369e+02 -3.261345723203171065e+00
3.559625497680919681e-02 1.052865163839394658e+00 -1.348307792837349552e+02 -3.523132444298660904e+00
7.329829126349585167e-02 1.037789757634614896e+00 -1.348297299731607382e+02 -3.508710487478269968e+00
1.369902768005156757e-01 8.833202316946997534e-01 -1.348285673924287664e+02 -3.347549788057390785e+00
-5.608644152819458606e-02 7.938395619193090447e-01 -1.348204435344304102e+02 -3.240743367654689067e+00
6.768187849611986828e-02 8.189224544251195725e-01 -1.348196474440234169e+02 -3.271851386027680775e+00
5.727809401533417999e-02 1.044700302685686477e+00 -1.348196242966401144e+02 -3.515347321476936848e+00
7.859031159179502568e-02 1.034424748816419104e+00 -1.348185967104745089e+02 -3.505462742840329327e+00
-1.565550351435888166e-01 8.223027409888110650e-01 -1.348174004357207139e+02 -3.275970615189985224e+00
-2.067503230250240243e-01 8.642952042695845050e-01 -1.348160854127974915e+02 -3.325776371954884070e+00
-9.112456339769599289e-02 1.058761743008235001e+00 -1.348158312765089306e+02 -3.528717327192843811e+00
7.385773192698467937e-02 1.036721487770457806e+00 -1.348136049101193521e+02 -3.507680587099615721e+00
-1.998895799704015763e-01 8.563300338228956310e-01 -1.348134741890343946e+02 -3.316517845265463116e+00
1.459931685424530334e-01 9.535090237950951675e-01 -1.348081304977344814e+02 -3.424010878759465193e+00
-1.851265807125487273e-01 1.017926912574955711e+00 -1.348059187597062589e+02 -3.489385389319029862e+00
4.997517968804818245e-02 1.046881576567570749e+00 -1.348044154753052624e+02 -3.517433086987059809e+00
9.935089242120238862e-02 8.400233665752464551e-01 -1.348036829070656495e+02 -3.297291698700912654e+00
1.153761981979331830e-01 8.549758236613544948e-01 -1.348019143582882293e+02 -3.314935182016470971e+00
1.199193347674203658e-01 8.602746051712787390e-01 -1.347980051370783485e+02 -3.321113636517155854e+00
2.935616221623318575e-02 1.053088265333290252e+00 -1.347944106939303310e+02 -3.523344321248682576e+00
1.400067601909803228e-01 9.692810602315119484e-01 -1.347923309249626982e+02 -3.440416611571334382e+00
5.528125771762527896e-02 1.044061137119710381e+00 -1.347877549334697278e+02 -3.514735317086444599e+00
-3.331852407506868952e-02 7.944183731514317115e-01 -1.347851226836071419e+02 -3.241472230700124690e+00
-8.712355780565728125e-05 1.058841683790592958e+00 -1.347833123371202078e+02 -3.528792828376289492e+00
-2.268864328681945430e-01 9.065871117845443194e-01 -1.347830679676599743e+02 -3.373549112315854970e+00
8.819723893783598667e-02 1.026840981401788699e+00 -1.347826342231535364e+02 -3.498104349865944762e+00
-1.595325572732729791e-01 8.252760342592004861e-01 -1.347798873597046168e+02 -3.279579907252753390e+00
1.405453256508787940e-01 8.962714258315086502e-01 -1.347760134943029584e+02 -3.362105287615203331e+00
-7.513877541903041246e-02 7.968569949799746421e-01 -1.347735888910850122e+02 -3.244537223455561836e+00
-2.037980752432595466e-01 8.630173720042216834e-01 -1.347735782247231100e+02 -3.324296810564520754e+00
-1.294245159324008132e-01 1.046547012724486470e+00 -1.347701238144590548e+02 -3.517113454545194529e+00
-2.191214854072621177e-01 8.873080144536178437e-01 -1.347692256489554836e+02 -3.352054166105210342e+00
7.857193519581140428e-03 1.056832654625379675e+00 -1.347670393672322575e+02 -3.526893642161663678e+00
-1.884118756628316849e-01 8.470987897729252980e-01 -1.347656448545758394e+02 -3.305679312664602243e+00
-1.110032951637451859e-01 8.047505709231485005e-01 -1.347653007640531655e+02 -3.254394369519256536e+00
1.450874257945657664e-01 9.144871141458987829e-01 -1.347647980685666482e+02 -3.382225367030172958e+00
-2.274856808137701303e-01 9.134484893386879412e-01 -1.347617196363656262e+02 -3.381088975882691638e+00
2.178346441964558455e-02 1.053617240248271081e+00 -1.347610965390420859e+02 -3.523846503375891004e+00
-6.372823323991860800e-02 1.059995542181856099e+00 -1.347577868400104819e+02 -3.529881971507419447e+00
1.136324808615547244e-01 1.004760385115854859e+00 -1.347553657879722095e+02 -3.476366359194619893e+00
1.455764583692727432e-01 9.409807623273063193e-01 -1.347546466822983291e+02 -3.410784685414904871e+00
-2.235354178031046524e-01 9.621207452688117501e-01 -1.347541270750196531e+02 -3.433001947520788022e+00
1.018548375111494597e-01 1.015289953544087131e+00 -1.347528939306597522e+02 -3.486791509095712893e+00
-1.390216789808459696e-01 1.041916580469195219e+00 -1.347502020163873055e+02 -3.512679151876243466e+00
-2.269215697063753368e-01 9.487406417350257026e-01 -1.347499761464783035e+02 -3.418997454776257605e+00
-2.523623937628424740e-02 7.957370702488724135e-01 -1.347481496239184651e+02 -3.243130807420044448e+00
5.148286277835938465e-03 1.056502644104331701e+00 -1.347475257524862968e+02 -3.526581329653630803e+00
3.973357347036178544e-02 1.047754330611583740e+00 -1.347434851529376374e+02 -3.518266409944550421e+00
-1.822573316156918810e-01 1.016532324558342859e+00 -1.347422468395419344e+02 -3.488014422322403441e+00
1.453175073376156978e-01 9.267318914160498355e-01 -1.347398136948945080e+02 -3.395526291858727674e+00
-1.673840138569584746e-01 1.026839770438201516e+00 -1.347397117350186306e+02 -3.498103170555493246e+00
1.041457141726754437e-01 8.471665541738511163e-01 -1.347327482280086883e+02 -3.305759305330690623e+00
1.346235979753204748e-01 8.872121312590156572e-01 -1.347304658589346786e+02 -3.351946099487959074e+00
-2.229132322148101031e-01 9.601324083357584138e-01 -1.347286896438131691e+02 -3.430933190199768390e+00
-1.840901138718045171e-01 1.014240778532717657e+00 -1.347282523818458344e+02 -3.485757600036590631e+00
1.346047316035499652e-01 9.734753656653697407e-01 -1.347265761775976785e+02 -3.444734509476170103e+00
-1.949214916856841506e-01 8.555150883388522587e-01 -1.347237125813601892e+02 -3.315565719941672818e+00
1.425485197110315239e-01 9.111545970540471107e-01 -1.347227677111973208e+02 -3.378574573150076699e+00
1.445928380889920650e-01 9.325552825808702817e-01 -1.347225302433442664e+02 -3.401790423928722440e+00
-1.228383833255840274e-01 1.046604419006366360e+00 -1.347204365362503040e+02 -3.517168306077696371e+00
-1.825603697743146195e-02 1.058399916665347495e+00 -1.347204066138544363e+02 -3.528375523963263483e+00
-7.978414003206429905e-02 1.056325947926233688e+00 -1.347125074368241826e+02 -3.526414069347540092e+00
-1.063577041447573146e-01 1.050945606290123902e+00 -1.347095621998005868e+02 -3.521307605193158885e+00
-2.015378998941281807e-01 8.639210970774330312e-01 -1.347089237000678281e+02 -3.325343431705792163e+00
-9.482632698426484569e-03 1.057024412249118583e+00 -1.347087017108127611e+02 -3.527075071291636554e+00
-2.068823464032591430e-01 8.711612965131880770e-01 -1.347073354854537399e+02 -3.333689135040961204e+00
1.125230053543064407e-01 8.567245166055010852e-01 -1.347069814566151251e+02 -3.316978405951612530e+00
-2.118924376125580211e-01 8.792109464940737196e-01 -1.347042298562545852e+02 -3.342886843427331556e+00
-1.247091216227144694e-02 7.980958941083990954e-01 -1.347014508727577322e+02 -3.246090748184808916e+00
-9.272801179472545119e-03 1.056690104947871856e+00 -1.347012560951843341e+02 -3.526758749194859099e+00
1.123759512703796509e-01 8.569950172440619074e-01 -1.346986874258959119e+02 -3.317294094295550444e+00
1.429779338959905888e-01 9.375396731777547732e-01 -1.346933458299222934e+02 -3.407121064904418795e+00
-2.587438123990731809e-02 1.057780880486421049e+00 -1.346922575364229999e+02 -3.527790473576815522e+00
-7.467659979249453850e-02 1.056116797394887508e+00 -1.346910719231237294e+02 -3.526216051642688587e+00
2.320721019390537682e-02 8.053979875706666069e-01 -1.346894661656647543e+02 -3.255198539642556899e+00
1.427670075825994422e-01 9.376641414840873878e-01 -1.346891270549098465e+02 -3.407253816667765278e+00
2.487981997239724352e-02 8.059149383389568877e-01 -1.346878352724700108e+02 -3.255840191276717199e+00
-1.826199275971838176e-01 1.012999718025139551e+00 -1.346870240385216277e+02 -3.484533215791380201e+00
1.265463643722496978e-01 9.836883532562150645e-01 -1.346867275851652721e+02 -3.455171122616179868e+00
1.046118664571900059e-01 1.008941367968429148e+00 -1.346867017143522673e+02 -3.480518899514057907e+00
-7.030209318762668802e-02 7.985007586659096379e-01 -1.346861156115909068e+02 -3.246597907667430949e+00
8.626713756671985922e-02 8.349540043841010561e-01 -1.346815208180618129e+02 -3.291238628662670695e+00
2.931557521443200337e-02 1.048193865602437658e+00 -1.346814525984266311e+02 -3.518685823933971335e+00
9.292068760566744856e-02 1.018030522188084763e+00 -1.346805637467703320e+02 -3.489487169062996941e+00
1.357219490309070908e-01 8.949767083487796260e-01 -1.346792319944404710e+02 -3.360659683643877571e+00
-1.609981786005180715e-01 1.027509294385077210e+00 -1.346782327439551636e+02 -3.498754981858688495e+00
-2.224487859641216814e-01 9.082526679574880468e-01 -1.346749175181849978e+02 -3.375384598466358632e+00
-2.248042515474976688e-01 9.362493303787332577e-01 -1.346725818195833142e+02 -3.405743809513832154e+00
1.393179276705974745e-02 1.051569430837976160e+00 -1.346712566707951169e+02 -3.521901013140443126e+00
-9.589775118501420170e-02 8.033675667556388067e-01 -1.346705716109614741e+02 -3.252674341026233318e+00
1.001273689750030726e-01 8.465920159720606852e-01 -1.346651362715312246e+02 -3.305080887244485233e+00
2.492300986979339994e-02 8.065766627724610949e-01 -1.346647708033445383e+02 -3.256660939081164052e+00
1.388007886041163763e-01 9.527294737080262976e-01 -1.346587831096910861e+02 -3.423192985162681445e+00
8.276191734049931359e-02 8.334169804089535116e-01 -1.346583031411951765e+02 -3.289396083540508720e+00
1.414143495074484114e-01 9.349166008966354191e-01 -1.346570767363250809e+02 -3.404319318307376996e+00
-1.935621541063305417e-01 8.575336138994302804e-01 -1.346563439394030866e+02 -3.317922368053482174e+00
1.269864056871202462e-01 8.792946767198488445e-01 -1.346553815111200834e+02 -3.342982072267925986e+00
1.085153842859680196e-01 1.003075393249575287e+00 -1.346525219929273192e+02 -3.474687942782282768e+00
-1.086650096443647767e-01 8.073082676092013799e-01 -1.346494154446852747e+02 -3.257567577309307794e+00
1.291413271525204687e-01 9.757413288981314770e-01 -1.346484843112492626e+02 -3.447059509318236792e+00
1.353161820527773451e-01 9.621834431281087729e-01 -1.346480999511020968e+02 -3.433067111708131947e+00
2.395861947789068580e-03 8.017508651376116235e-01 -1.346478187922758138e+02 -3.250659907533214099e+00
-2.173112682792081862e-01 8.957369842994802323e-01 -1.346477023897485310e+02 -3.361508815472715739e+00
7.868367278317948965e-02 8.312294373757415089e-01 -1.346448373158191316e+02 -3.286767844571475194e+00
-1.941497150290412699e-01 9.995323003611552570e-01 -1.346442153314612824e+02 -3.471149459836667006e+00
-2.124905509456630481e-01 9.739295615995606781e-01 -1.346422096186584270e+02 -3.445200972240094917e+00
-1.240451404040885663e-01 1.042601608309677852e+00 -1.346407902448520986e+02 -3.513336404826906012e+00
-1.531244672581293376e-01 8.263836611547225042e-01 -1.346398024700010296e+02 -3.280921136398974536e+00
7.559730156582428195e-02 8.295885458754106434e-01 -1.346365765978646607e+02 -3.284791839914978695e+00
9.695767274777122857e-02 1.012357646249212095e+00 -1.346362368230220454e+02 -3.483899182697998587e+00
-1.188282235623171756e-01 1.044124204528770194e+00 -1.346359820952120572e+02 -3.514795721120340666e+00
-8.947552328246169417e-02 1.051496589004535354e+00 -1.346359711327979767e+02 -3.521831741103538249e+00
-2.204973339712107683e-01 9.522038157399289604e-01 -1.346357657934544250e+02 -3.422641093939664092e+00
9.984581276543866291e-02 1.009806434473066172e+00 -1.346335285763972536e+02 -3.481375932330678324e+00
-1.728749297344269464e-01 8.398324493994271389e-01 -1.346308027742526860e+02 -3.297064396839853195e+00
-1.937225957429987433e-01 8.590778469315409893e-01 -1.346307687794813148e+02 -3.319721532842838663e+00
